# {"t_start": 1782311387.5831134, "env_id": "PctContinuous-v0"} 
r,l,t
8.491054,60,14.381576
10.079169,72,26.002642
8.920856,67,37.152526
10.506212,74,49.861932
10.93194,82,65.438932
9.355522,66,77.407552
7.995462,59,88.30259
9.979618,73,101.866586
8.573289,65,113.402733
9.640898,69,125.51203
9.494282,67,137.653632
6.613638,46,145.330177
8.450432,62,155.665064
9.026454,69,169.838565
8.763014,62,181.572904
10.043776,70,195.706179
8.871243,70,209.668433
8.100147,58,221.082709
7.627827,55,231.168347
9.733074,69,244.333875
9.47582,67,256.739078
9.759165,75,270.311126
8.355065,59,280.353877
8.387654,57,291.395653
9.191181,67,303.943519
8.940917,65,315.379053
8.960028,68,328.884571
8.51833,62,341.171033
8.210341,62,352.934333
8.961941,62,363.872812
8.538985,64,375.853391
9.969533,75,390.846242
10.060772,73,405.582508
8.178447,60,415.563219
8.614492,63,426.823029
10.262463,77,440.879481
9.164374,69,452.724451
8.72307,66,465.275545
9.664014,70,478.833238
9.068954,66,491.284195
8.626732,64,503.591763
9.607976,69,516.013016
9.199011,66,528.561072
10.624163,77,543.854189
9.855706,75,557.698712
8.756121,65,569.155313
9.787615,73,582.866266
9.918562,71,596.801299
9.499757,69,609.49776
9.504275,68,622.497607
7.963997,62,634.009834
8.762242,59,645.011522
8.562192,67,657.186709
9.612635,70,670.430347
8.906627,70,683.350429
9.835579,69,696.494978
9.978713,77,710.599944
8.902107,64,722.942916
9.761303,71,736.818228
8.343329,61,748.161927
8.778372,66,760.097617
10.146041,76,774.134378
9.507783,73,788.677547
9.683121,71,802.428613
9.94386,72,815.386128
9.067297,69,828.427016
9.882829,71,842.142928
8.383227,59,854.91947
8.989041,68,868.236021
9.418537,68,880.663048
9.121161,64,893.028842
8.52972,62,904.838451
10.136117,74,919.362432
10.518694,78,933.084691
7.952075,60,943.784093
9.492115,71,956.293616
9.894025,69,968.78211
9.541835,68,982.327963
8.246,62,994.319401
9.87731,70,1006.346235
8.499275,63,1018.532268
8.891431,64,1030.167829
8.434581,63,1041.104918
9.432531,68,1053.584552
8.429887,60,1065.163831
9.717444,70,1077.837391
9.010537,64,1089.846462
9.294169,67,1101.300534
8.690977,62,1112.813868
10.361202,76,1126.404916
10.638694,77,1140.364098
9.831668,71,1153.5092
9.444769,66,1164.81265
10.035322,70,1176.468622
9.700428,66,1188.340403
9.375072,64,1199.759466
9.639765,68,1211.862582
9.494501,66,1222.995034
10.808162,80,1236.643615
9.337953,64,1248.066597
8.9579,63,1259.324828
10.010295,73,1272.198748
10.368156,77,1285.886457
9.405994,68,1297.764853
9.676001,72,1310.577902
10.358783,79,1323.539746
10.472134,76,1336.869752
10.556889,79,1351.149906
10.716583,78,1364.728711
10.088519,74,1377.468415
9.299106,66,1388.472599
10.370404,78,1402.546174
10.130878,77,1416.003079
9.356668,65,1427.164315
10.231496,74,1440.082492
10.274778,75,1453.015022
7.301936,49,1461.60475
10.341991,74,1475.016451
9.933754,72,1487.56401
10.822518,81,1501.303224
10.093172,72,1513.866162
11.157249,82,1529.053092
10.63457,77,1542.551322
11.605822,90,1557.587445
11.027314,85,1572.577429
10.251175,78,1586.550673
10.852473,80,1600.517139
10.735817,76,1614.101596
10.814901,80,1627.361481
11.788123,90,1643.343207
11.341047,82,1657.543253
10.939547,82,1671.721658
10.383426,71,1684.165701
10.49088,77,1697.184856
9.893952,68,1709.323635
10.731995,74,1721.837246
11.026978,84,1737.07934
11.730575,90,1751.915558
10.880934,79,1765.325505
11.086179,77,1779.031058
11.721624,86,1794.284953
10.132939,75,1807.355124
10.149672,79,1820.804852
11.490297,88,1836.543846
10.866675,79,1850.145025
11.171404,84,1865.493537
10.523027,75,1879.229017
10.42631,76,1892.668031
10.475512,81,1906.522612
11.554296,86,1922.10634
10.874729,81,1936.681285
9.885292,71,1948.742021
11.555709,87,1963.692011
10.786838,80,1977.154017
9.23945,67,1988.862452
11.49282,82,2002.957576
9.837828,73,2015.35306
10.541382,77,2028.973297
9.925293,74,2041.690449
10.231359,76,2054.959364
10.712651,79,2068.439989
10.38432,73,2080.576948
10.189354,72,2093.166051
11.615147,89,2108.840493
10.559717,79,2123.302659
10.890697,80,2137.124642
10.932173,82,2151.833894
11.401507,83,2166.534568
10.913439,80,2180.874141
11.512537,85,2195.505352
11.414209,85,2210.436932
10.019504,74,2223.395139
11.18382,82,2237.046924
12.176052,89,2252.296248
11.142224,83,2267.1394
12.219418,92,2283.787249
10.143394,73,2296.220632
9.896166,70,2308.882998
11.830574,87,2323.748247
11.147974,83,2338.264121
11.148053,85,2352.67688
11.451148,80,2367.030912
11.998089,89,2382.913825
11.714404,89,2398.321346
10.487689,79,2412.294885
11.473744,85,2426.864272
10.413703,73,2439.434158
11.214358,80,2453.743821
11.476792,76,2467.47809
10.984471,79,2481.712009
11.426792,83,2496.050155
11.793047,80,2510.300231
11.668259,85,2524.995026
11.494211,80,2539.425766
11.248886,83,2554.704411
10.37623,69,2566.751598
10.662635,81,2581.265392
9.909407,73,2594.482063
10.336975,75,2607.226765
10.907243,76,2620.292902
12.35701,93,2636.436221
10.437223,76,2649.430904
10.658331,79,2663.628881
11.968536,89,2679.34142
10.648509,81,2693.659142
11.486209,85,2708.373458
11.055351,84,2723.189737
11.795953,84,2737.75697
10.739668,77,2751.40257
10.076473,76,2765.374306
11.346963,87,2780.872811
10.872637,82,2795.286123
11.709066,85,2810.631795
10.675502,78,2824.782976
12.133193,91,2841.042889
11.64461,89,2856.965796
11.285128,83,2872.350509
10.958442,78,2886.725311
12.431485,96,2903.453002
12.327632,91,2919.632882
10.463428,76,2932.828174
10.410982,75,2946.294768
11.428041,85,2961.924233
10.686308,77,2975.73271
11.617389,86,2991.342502
11.121301,80,3005.827788
11.054485,81,3020.610643
11.318135,87,3036.133754
11.201262,81,3050.770093
11.165732,78,3064.985356
11.279814,78,3079.126652
10.115791,70,3092.115593
11.104277,88,3107.919676
11.215182,85,3123.595788
12.036568,88,3139.664656
10.02801,71,3153.064734
10.936639,79,3167.485091
9.842012,73,3180.997408
11.605966,84,3196.390428
10.694899,75,3210.605639
11.383148,86,3226.34233
12.217197,86,3242.404156
11.728933,88,3258.298537
12.340625,90,3274.103216
10.716784,84,3289.069602
12.149045,92,3305.199099
11.869604,82,3319.972943
11.286222,85,3335.588991
11.799214,84,3350.867512
12.132234,86,3366.275688
11.701827,88,3382.844101
11.547115,84,3397.997769
11.152001,80,3412.257738
10.859247,78,3426.566261
11.554375,85,3441.435426
11.390203,80,3455.686658
11.628636,84,3470.413432
11.510353,82,3484.730351
11.027056,80,3498.526511
11.96089,88,3513.864303
11.461724,79,3528.4796
11.368245,82,3543.045664
11.871429,86,3557.819105
10.415385,76,3571.427016
11.721278,84,3586.438046
11.758485,85,3601.549473
10.919031,76,3615.370059
12.170416,96,3632.900625
12.579393,95,3650.280661
11.21412,80,3666.02949
10.723369,76,3679.727524
11.162239,84,3694.666463
11.310712,80,3708.670349
12.092558,89,3724.792552
10.654886,80,3739.48774
11.185161,86,3755.732383
11.453929,79,3770.569386
11.689979,86,3786.295414
11.067575,80,3800.562798
12.262864,87,3817.372373
10.591124,75,3831.250256
11.125215,82,3846.388008
11.224208,80,3860.756884
11.377625,80,3875.996483
10.714665,75,3890.161976
12.35362,87,3905.957231
11.533777,90,3923.1007
12.374005,89,3939.021373
11.777386,88,3954.816474
11.851863,90,3971.347899
11.832194,86,3987.834481
10.593389,79,4002.539979
11.558879,86,4018.48259
12.098265,86,4034.461057
11.167371,79,4049.37803
12.101374,88,4065.94909
12.812508,92,4083.492955
12.174511,88,4099.961762
11.943572,84,4115.599627
11.024693,80,4130.419646
11.214195,78,4144.663397
11.632156,82,4159.589704
11.427168,86,4175.997846
11.825268,85,4192.132405
11.822006,87,4208.185556
11.46063,88,4224.375461
11.221538,80,4239.2935
11.884082,87,4255.574194
12.279899,90,4272.490959
11.391309,80,4286.860237
11.837596,87,4302.661754
11.71849,84,4317.554603
10.400972,75,4331.426023
11.241134,83,4346.713599
11.808169,88,4362.603884
11.217229,78,4376.905315
11.641757,83,4391.774196
10.022684,75,4405.363276
11.821599,82,4420.866564
12.157721,89,4437.384044
11.298068,79,4451.932449
11.345465,83,4466.96307
11.981512,83,4482.481724
11.271334,82,4497.536498
11.993184,81,4512.016852
12.035645,86,4527.212014
11.673755,90,4542.713568
11.194625,81,4557.297265
11.246135,80,4571.22161
11.048825,80,4586.556026
12.787554,90,4602.519963
11.27322,81,4616.966357
12.047513,90,4632.754735
11.882384,87,4647.418539
12.056842,85,4661.880747
11.379062,84,4676.87729
11.360699,81,4691.184722
11.717378,83,4706.777853
11.861354,85,4721.691394
12.294885,92,4737.264241
11.325037,88,4753.773912
11.044656,82,4768.927906
11.756777,82,4783.780836
11.524375,79,4797.64576
10.765095,79,4811.31019
12.232219,92,4827.897944
11.657231,87,4843.440435
12.732118,91,4860.060571
11.213172,80,4874.742276
11.844828,85,4890.33698
12.268289,93,4907.343688
11.807793,90,4923.106544
10.791261,78,4937.465358
11.898736,87,4953.119383
12.420608,91,4969.526048
11.164736,82,4985.378942
10.66261,78,4999.372181
12.328703,90,5015.836237
11.560898,87,5031.425678
10.624583,80,5045.798727
10.434091,72,5058.990467
11.766854,84,5074.072917
10.97237,80,5088.780538
12.08248,85,5104.121984
11.588977,83,5119.429048
12.018028,93,5135.983887
11.246467,79,5150.683357
11.642978,83,5166.15931
11.472332,81,5180.84729
11.105357,83,5196.651904
10.91753,74,5210.034368
11.049419,84,5224.877535
9.517603,70,5237.857656
8.653044,67,5250.355585
9.958304,76,5264.982259
10.084831,73,5278.385293
8.167397,58,5288.69964
8.456429,64,5299.814978
9.290206,67,5312.280975
8.908101,68,5325.224623
8.799691,69,5337.948572
8.273989,58,5348.773601
9.681432,74,5362.936767
8.956066,62,5374.682997
9.768705,71,5388.222753
8.794643,64,5400.32634
9.365409,70,5412.730889
9.2215,70,5425.805667
9.878993,72,5438.987851
9.057592,69,5452.379838
9.501683,71,5465.403736
9.806581,70,5477.672836
12.647279,97,5495.405817
12.037041,88,5510.929304
11.137707,81,5525.976639
10.448535,69,5538.986251
11.028871,81,5553.641607
11.975896,89,5569.313123
10.848455,80,5583.707829
11.619614,84,5598.866581
12.080904,91,5614.947037
12.216473,96,5631.882824
10.735824,79,5646.448807
11.708467,88,5661.701109
12.044562,85,5676.952434
11.319911,82,5691.476938
10.900179,77,5705.340867
12.080308,92,5721.837948
11.411069,87,5737.689542
12.101854,85,5753.255728
11.239949,85,5767.915676
11.517547,85,5782.745517
11.118781,83,5797.231782
10.771021,79,5810.853554
11.301959,84,5825.356375
11.706673,83,5839.413042
11.905468,90,5855.546397
11.354057,78,5869.585088
10.812644,78,5883.730646
11.165303,78,5897.786568
11.466537,87,5913.048991
11.253565,84,5928.004698
11.908145,82,5942.628979
10.845745,77,5956.497483
11.540092,78,5970.076536
11.227651,84,5985.278615
11.023642,81,5999.606867
12.280748,93,6016.392838
11.270533,85,6031.633897
11.030715,80,6045.44949
10.616388,75,6058.164684
11.982681,86,6074.139328
11.860513,91,6089.896081
10.512624,77,6103.092051
11.503698,89,6119.14213
11.926442,86,6134.828201
12.552156,90,6151.059719
12.07563,89,6166.464893
11.662721,85,6182.05974
11.734183,85,6197.78774
11.181795,85,6213.042038
11.239518,82,6227.061106
12.236839,87,6242.408135
13.404567,100,6260.302524
11.345012,81,6275.069947
11.677232,87,6290.065593
11.429474,81,6304.659832
12.40125,88,6319.984307
11.596686,87,6335.751141
12.031207,88,6351.762308
10.96116,79,6366.096668
12.33274,91,6382.869092
11.975676,84,6397.712878
11.896328,90,6414.006323
11.033543,85,6429.545445
10.751939,77,6442.970874
10.693813,74,6456.847684
10.289352,74,6469.900629
11.487257,86,6485.696461
11.927707,88,6500.803504
11.366194,80,6514.861593
12.331015,94,6531.688782
11.215424,80,6546.001298
11.711159,89,6561.993232
11.86165,88,6577.289833
11.996358,81,6591.164159
10.900459,85,6606.614581
11.998116,87,6622.802006
11.458653,87,6638.191593
11.549451,83,6652.448776
12.097686,92,6669.098561
11.314657,80,6683.073637
11.387612,84,6697.33211
11.858626,87,6712.812521
10.885525,78,6726.776906
12.090479,87,6741.976542
11.213334,82,6756.891532
10.885654,81,6771.35332
12.029902,87,6786.880923
11.925453,86,6802.130521
11.974767,89,6818.432358
11.750591,85,6833.892333
11.247704,77,6847.275848
11.644815,88,6863.256371
11.671143,87,6878.798425
12.224837,94,6895.913892
11.086945,81,6910.437412
12.140476,87,6925.612031
11.723141,84,6940.015545
12.197323,83,6954.429558
11.759664,85,6969.348222
11.735666,89,6984.716766
11.592881,85,6999.862542
12.031296,93,7016.388249
11.33971,85,7031.717406
11.695496,86,7046.968851
11.602834,88,7062.352035
11.306802,80,7076.103919
12.562447,93,7092.326266
11.628357,83,7106.725369
11.976733,87,7121.855848
11.342506,81,7136.259589
10.97544,82,7150.624274
11.319674,84,7165.84715
11.290301,83,7180.553734
11.638406,87,7196.256399
11.24633,81,7210.288441
11.387435,80,7223.928953
11.547131,87,7239.851567
12.137267,86,7254.884747
11.219228,82,7269.27095
11.695506,81,7284.295526
11.215323,86,7299.992696
12.450352,93,7316.93988
10.777399,77,7330.254616
11.594852,89,7346.303966
12.050631,92,7362.610621
11.274358,81,7377.291496
11.81202,87,7393.106711
11.490814,86,7408.505872
10.336011,76,7422.319245
