# {"t_start": 1782311387.5948255, "env_id": "PctContinuous-v0"} 
r,l,t
8.862685,65,15.146794
9.020496,64,25.521299
10.535552,77,38.192238
9.646377,68,49.992675
9.866959,75,64.424863
9.524541,66,76.34671
8.238992,57,87.017651
8.931896,66,99.256836
10.037382,81,113.49571
9.319777,69,125.691089
9.428598,68,138.159065
9.898564,70,149.225555
9.906885,69,162.273035
7.532333,58,173.845203
9.19145,70,187.722548
7.944526,54,198.439093
8.666825,60,210.390584
8.133593,60,222.058651
9.290254,64,233.821657
8.994796,67,246.561684
9.093865,68,259.075425
9.163809,66,271.123298
8.54381,62,281.540735
9.458193,68,295.050727
9.312514,70,307.809427
8.804152,62,319.137144
8.859563,66,332.080579
8.725749,67,345.594588
8.927079,65,357.297528
9.497325,71,370.762637
9.167752,66,383.485025
8.588447,61,395.264404
8.9421,69,408.86565
8.29437,65,419.605472
8.721399,65,431.597926
8.940674,64,442.916558
9.001954,60,453.504489
7.060371,51,462.95875
8.912587,61,474.600316
9.46657,70,487.753657
9.166691,67,500.696832
9.056142,63,512.61151
8.759199,66,524.485836
9.297433,68,537.874353
7.505509,51,547.524977
8.703838,64,559.245509
10.181823,77,573.031101
8.885189,65,585.462389
10.197317,74,599.788241
9.174974,71,613.155503
9.315814,72,626.907882
10.144739,74,640.711337
9.932656,69,653.231855
6.875301,48,662.181664
8.442096,59,673.299446
10.560205,77,687.93761
8.838752,66,699.94575
9.312929,77,714.528524
8.741221,64,727.043845
6.837267,54,737.41216
8.822012,65,749.445044
10.9063,82,764.153163
9.595704,68,776.780187
8.948335,64,789.816742
9.375797,67,802.714784
9.268715,68,815.015349
8.23641,60,826.646607
10.306442,79,841.331891
9.430193,68,855.78151
9.305256,70,869.455218
9.717453,69,882.556434
8.425997,60,893.990087
8.885277,62,905.755263
8.356592,65,918.722466
9.035013,67,930.681786
8.776054,61,941.457207
8.281549,57,951.023647
8.267289,59,961.898875
9.161524,69,975.267366
9.444662,68,988.548736
10.019051,77,1002.348982
9.300842,70,1015.056134
8.123937,57,1025.76158
10.007518,75,1039.214297
9.743308,71,1051.91072
8.488259,62,1063.813296
9.232259,70,1076.338858
7.898552,56,1087.171304
8.532422,62,1097.720409
10.344723,78,1111.956668
9.140362,68,1124.222904
9.928314,77,1138.239773
8.87544,64,1150.09142
10.088025,73,1162.759468
9.726141,73,1175.013494
10.288622,73,1187.937031
10.420119,79,1202.186321
10.405792,80,1215.700671
9.951264,75,1228.491706
10.422198,77,1241.985245
10.657704,81,1256.662163
10.343601,78,1270.530993
9.874791,74,1283.721372
10.820483,81,1297.697762
10.723993,74,1310.919572
11.050583,81,1324.117585
10.485071,74,1337.161711
9.364578,68,1349.605891
10.385405,77,1362.945524
10.243971,77,1376.282097
9.283812,65,1387.273803
10.537859,78,1401.152116
10.977669,81,1415.472166
10.403569,71,1427.562685
10.2568,77,1440.941983
11.456505,87,1455.742486
10.543777,83,1470.482326
11.466182,84,1485.497121
10.318537,77,1498.416152
10.258661,76,1511.947284
10.122169,77,1526.383604
10.772834,78,1540.063951
9.915591,72,1552.164729
11.494976,85,1566.678691
10.832019,81,1581.428099
10.960922,79,1595.053319
10.291074,77,1608.738406
10.355392,74,1621.243248
11.107159,80,1634.798823
11.291732,87,1650.450257
10.667748,76,1663.607235
10.771409,73,1676.366192
10.892447,80,1689.981728
10.181703,73,1702.453697
10.733807,75,1715.602091
10.993448,81,1729.950619
10.988762,80,1743.381011
11.576917,86,1758.072677
10.995937,82,1772.731901
10.99162,86,1787.989044
12.385841,90,1803.797787
11.547824,87,1818.4635
10.231928,72,1831.286681
11.40767,86,1846.351226
10.884916,84,1861.367437
10.010764,74,1874.765572
10.83303,79,1888.688923
11.480462,84,1903.323561
11.084995,83,1918.602163
11.21138,86,1934.060864
11.853197,89,1949.027534
11.240042,80,1962.801824
10.887103,80,1976.393631
11.660482,84,1990.714129
10.696497,77,2004.289557
11.889554,90,2020.052133
11.514474,81,2033.759979
10.560051,73,2046.382825
10.778301,77,2059.500996
10.795321,81,2073.39151
11.556567,81,2087.045623
11.100286,86,2102.786612
10.333067,71,2115.135798
11.705783,86,2130.558748
11.903702,85,2145.431436
10.652959,74,2158.646662
11.4072,80,2172.741082
10.212143,72,2185.794883
12.148448,85,2200.246507
11.40499,81,2214.321875
11.335404,84,2229.021418
10.816898,83,2243.117344
11.503586,81,2256.883324
11.15479,85,2271.80033
11.911126,86,2287.523841
10.947743,82,2302.078398
10.420967,73,2314.714089
12.452524,94,2331.269884
11.264088,82,2344.994049
11.554984,85,2359.566555
11.001106,82,2375.197963
11.065626,81,2388.548252
11.076076,84,2403.707367
10.635417,74,2416.497845
11.271699,80,2430.087905
12.191882,85,2445.086794
11.234774,85,2460.251424
10.935843,78,2474.377461
9.857822,71,2487.047192
11.594114,87,2502.391121
10.089899,75,2515.673697
11.33094,86,2530.408394
11.250113,79,2545.038305
10.594518,76,2559.037776
10.778225,74,2571.373373
11.712516,93,2588.585678
10.096588,73,2600.782583
11.613635,86,2615.818603
11.318467,81,2629.934526
11.274451,81,2643.818778
12.530003,91,2659.668734
10.926431,83,2674.865731
11.000358,77,2687.998563
11.862149,83,2702.780852
10.860181,80,2716.623244
11.724354,90,2732.231089
11.154334,83,2747.18687
11.598753,85,2762.544987
11.402739,84,2777.58452
11.183269,76,2791.114883
10.744722,83,2805.852092
11.448467,88,2821.62053
11.786488,89,2837.718246
11.156054,79,2851.602425
11.58317,88,2867.955932
10.461964,75,2881.549992
12.045669,89,2897.396631
10.90266,76,2910.640437
11.250051,84,2925.653022
11.33887,79,2939.309042
11.828377,88,2955.589127
11.186687,82,2970.310835
11.198568,81,2984.675714
9.088103,65,2996.602242
11.050779,80,3011.481222
10.936529,80,3026.016916
11.4567,85,3041.56048
11.160543,79,3055.747658
10.725365,81,3070.28971
11.165521,82,3085.449367
11.506026,82,3100.212615
12.060502,86,3116.291462
10.985691,80,3130.644712
10.990888,79,3145.361768
11.947437,92,3162.240819
10.408654,74,3176.109048
11.239565,82,3190.816
12.164563,90,3207.774401
11.099635,81,3222.734235
10.318492,75,3236.45213
12.642922,96,3254.277277
12.12857,85,3269.268218
11.210003,80,3283.389753
10.575995,74,3296.685122
11.956977,88,3311.663258
11.390843,86,3327.547164
11.246377,78,3342.216867
11.060677,84,3357.110435
11.728393,85,3372.44471
11.640031,87,3388.38896
10.575223,77,3402.438246
11.452322,83,3417.535405
11.027114,78,3431.887808
10.350431,72,3444.264611
11.052199,85,3459.106291
11.543814,84,3473.897542
11.845907,81,3488.241866
11.034332,80,3501.931349
11.325384,83,3516.623789
11.465634,83,3531.827736
10.430863,75,3545.187115
11.030422,75,3558.036505
9.799024,69,3570.435275
11.802646,85,3585.687727
11.163646,82,3600.080949
10.84485,79,3614.475248
11.695333,89,3630.669
11.690841,85,3646.308793
12.437893,90,3663.441662
12.127282,89,3679.761075
11.250762,79,3694.045859
11.579821,78,3707.846595
11.213432,84,3723.050576
11.485248,83,3738.201891
12.387289,93,3755.556127
11.935006,91,3772.313152
10.994795,81,3787.100486
11.435928,81,3801.542706
11.964068,85,3818.082085
11.876864,90,3834.472941
11.001478,83,3849.952352
11.548772,90,3866.733402
11.521752,84,3882.730182
12.30373,91,3899.182858
12.711551,91,3916.041795
11.791827,81,3931.168306
11.532454,83,3945.887134
11.061097,76,3959.713744
