# {"t_start": 1782311387.6390178, "env_id": "PctContinuous-v0"} 
r,l,t
9.62664,71,15.712034
9.783149,70,26.927176
9.824265,74,39.240073
9.011512,70,51.670545
9.908724,76,66.546232
8.137346,59,77.101635
6.687666,44,85.669106
8.678399,64,97.139138
9.074581,65,108.788785
8.329733,56,118.344909
8.773836,66,130.492779
9.665679,73,143.345995
8.875665,63,153.187402
9.634172,68,167.122019
8.970522,67,179.971556
10.705492,78,195.790511
8.35262,62,208.416631
9.528595,72,222.164409
9.591536,71,235.396864
8.963994,68,248.370206
8.075379,59,259.08457
7.983588,58,269.740157
9.878614,77,282.726084
9.335281,67,295.986192
8.096639,57,306.462017
10.121818,77,320.620782
8.871924,64,332.930427
9.708359,74,347.657973
7.998453,59,358.57246
9.191381,70,371.741516
8.9492,64,384.149609
9.046727,66,396.702287
9.350073,70,410.246691
8.323559,59,420.33391
9.577644,72,433.467944
10.178692,74,446.214322
10.451473,75,459.751386
9.310769,66,472.42314
9.48219,76,486.918426
9.009594,63,499.044284
8.361885,66,511.701714
9.82799,69,524.005352
8.539944,65,537.069383
9.560104,71,549.985346
9.416603,67,562.128352
9.418668,70,575.09711
9.49995,68,588.266073
8.084643,59,599.591414
9.315922,65,611.930621
9.88557,72,625.537516
9.251161,67,637.959689
9.552785,71,651.096145
9.511081,71,664.036722
9.055254,64,676.174967
9.667237,73,690.220936
10.10857,73,703.397845
9.070299,66,715.950489
10.344311,77,731.000806
8.445851,61,742.376505
8.281107,62,753.70917
8.532769,60,764.618335
8.722449,61,776.014633
9.890691,71,790.205284
9.331018,65,802.878172
8.996722,70,815.450805
8.929751,63,827.549578
8.914048,66,840.13535
9.314915,66,854.36404
8.079281,60,865.80996
8.235298,57,876.427532
7.739099,55,886.927136
9.757129,73,901.196706
8.74288,63,913.573358
8.982881,65,925.283873
9.494877,73,938.30468
8.958315,66,949.658684
9.230661,67,961.781495
5.543928,33,967.814104
9.135743,67,981.300291
9.022921,64,993.561592
9.635357,66,1005.085028
9.085648,64,1017.013995
8.426304,60,1028.057025
8.950776,68,1040.171769
10.117503,72,1053.13729
9.134505,67,1065.926231
9.995194,74,1079.475935
9.905274,74,1092.6213
10.039185,71,1104.983896
10.290826,76,1119.015751
9.267434,66,1130.812585
10.814834,78,1145.181953
8.905089,59,1156.10573
7.844468,60,1166.19843
9.075271,64,1176.98869
9.513663,74,1190.041687
8.343482,61,1201.470276
10.050919,79,1214.957147
9.999174,71,1227.012205
9.893909,73,1239.550404
9.986082,71,1252.47504
11.072637,81,1266.548642
10.36982,75,1280.276935
9.82216,70,1292.442148
10.35521,78,1305.959314
9.87385,74,1318.59678
9.590822,69,1330.166611
9.4211,66,1342.064425
10.397572,76,1355.524023
9.723984,64,1366.708014
10.698538,80,1380.771473
10.056802,73,1393.214105
11.426056,80,1407.37875
10.397432,77,1420.534735
9.56585,69,1432.897211
9.814168,69,1444.725013
10.007676,69,1456.452655
9.552247,71,1469.055249
11.427033,86,1484.418213
11.163172,83,1498.357656
10.756377,81,1512.792763
11.807934,86,1528.707247
10.397897,73,1541.486876
10.738351,82,1555.599205
9.563498,69,1567.238774
10.58603,76,1581.083656
11.322466,85,1595.641309
11.405242,85,1610.872279
9.352551,68,1622.296094
10.765504,82,1636.287962
11.441316,83,1651.101771
10.482877,80,1664.951915
10.992591,81,1679.202151
10.355797,74,1691.704082
11.246318,85,1706.563956
11.669405,80,1720.256279
11.996709,90,1736.515767
11.262556,83,1750.303652
11.194403,84,1764.41701
9.020004,65,1776.326109
11.158371,86,1791.504894
10.939956,78,1805.128016
10.218447,73,1817.376187
11.511192,85,1832.39683
10.831042,78,1846.170537
10.214536,74,1859.162823
10.54688,80,1873.810576
11.921077,85,1888.868137
11.403375,83,1903.295713
10.503411,77,1917.276064
11.323089,85,1932.688699
11.436751,84,1946.904821
10.361481,73,1959.143245
12.232762,92,1975.193178
11.113841,80,1988.91369
11.451892,84,2003.492512
11.411627,82,2017.734587
11.733821,83,2032.09096
11.652178,89,2047.456236
11.801784,83,2061.502351
10.268867,76,2074.454619
10.831987,75,2087.209752
11.405095,87,2102.958212
11.096059,83,2117.73589
10.62767,77,2131.36974
10.869244,75,2144.486278
10.864856,77,2158.291637
11.193895,80,2172.331966
11.337992,85,2187.313524
9.70693,70,2199.740599
10.198851,76,2212.749822
10.706484,75,2226.04358
10.854931,78,2239.0625
10.660452,77,2252.082022
11.774318,85,2267.350388
10.769807,79,2281.461231
11.363168,85,2296.214222
12.277005,92,2312.787025
11.656993,88,2328.09218
10.703654,80,2341.735494
11.531573,79,2355.230315
11.23431,85,2370.625921
11.160268,86,2385.56023
11.125158,81,2399.706417
10.94914,77,2413.288717
12.513818,93,2429.272297
10.592126,77,2442.823428
10.620492,76,2456.04989
11.199296,83,2471.440963
11.977889,83,2486.088731
11.238766,81,2500.438024
11.713251,89,2516.202551
11.46366,82,2530.188719
11.031871,77,2544.424104
11.827459,85,2560.040275
11.309547,83,2574.520543
11.310535,82,2589.383397
11.807797,83,2603.326687
9.786372,75,2616.434787
12.256719,91,2632.304914
10.633943,79,2645.567054
10.297228,72,2658.222292
10.140645,76,2672.126054
11.861239,87,2687.067981
11.011664,83,2702.00915
10.704169,83,2716.181424
11.617979,86,2731.037965
10.613183,78,2745.251109
11.235489,81,2759.691359
11.25013,87,2775.415158
11.193066,84,2790.406059
11.19932,81,2804.726012
11.233875,84,2819.58507
11.212629,81,2834.21992
10.952795,87,2849.705242
10.569571,77,2864.088733
11.528506,86,2879.725132
10.687641,79,2893.892769
10.71644,76,2907.074935
11.427024,86,2922.754537
11.894007,85,2937.299988
11.324344,79,2951.829137
11.495876,86,2967.467697
12.197964,94,2983.904303
11.230294,81,2998.770283
11.057471,83,3013.985595
10.812627,79,3028.324038
12.0646,90,3044.606529
9.892055,74,3057.923983
11.11435,82,3072.777159
10.998051,79,3087.508988
11.485297,84,3102.491514
11.263182,79,3117.400368
11.017369,80,3132.020475
11.363187,81,3146.999074
11.854366,82,3162.047148
10.541228,76,3176.142797
11.609638,88,3191.990492
10.959292,79,3206.91346
11.664429,83,3222.275701
12.187529,90,3238.788543
11.666066,82,3254.178585
11.528957,87,3269.331539
11.860071,80,3283.578693
12.663771,99,3301.09981
11.683606,86,3316.089221
10.37506,74,3329.681532
10.21569,69,3342.723072
12.148386,88,3358.177333
12.03099,88,3374.590106
10.638438,76,3388.182054
11.545594,84,3403.306805
11.946271,90,3420.015569
12.086369,89,3435.786839
11.598102,84,3450.47736
9.706869,68,3462.41449
10.553366,77,3475.89488
10.583435,78,3489.540948
11.24813,80,3503.47368
11.340592,79,3517.594128
12.018001,85,3532.951668
11.609083,83,3547.545693
11.681823,86,3562.285496
11.420782,83,3577.348633
11.940402,88,3592.776488
11.471481,82,3607.69179
6.339972,37,3614.637172
11.180447,85,3630.135612
11.1692,81,3645.104421
12.175604,93,3662.766093
11.538188,88,3678.975842
12.226443,95,3695.685128
12.350855,95,3712.477396
11.318049,80,3727.136424
12.01412,87,3742.926436
12.494772,92,3760.155166
12.271971,84,3775.778808
12.633439,91,3792.147169
11.956691,87,3808.745792
11.144435,82,3823.94978
11.181396,83,3839.202077
10.446504,74,3852.87008
11.75794,90,3869.754417
12.504616,92,3887.335888
12.181417,90,3903.495349
11.601934,81,3918.614039
10.924905,81,3933.830512
12.286587,87,3948.999765
11.018173,79,3963.430072
11.969246,88,3980.350515
11.393674,80,3995.380696
11.878913,91,4012.281882
11.316453,83,4027.702127
11.347503,86,4044.239015
12.186948,88,4060.924722
11.332888,81,4076.034621
11.009912,77,4090.260964
11.429197,80,4105.649108
11.283302,85,4121.326913
12.503319,92,4138.046216
11.92321,93,4155.332295
10.894488,80,4170.416989
10.860063,77,4184.896374
10.843808,80,4199.934152
11.719749,90,4215.980856
12.205022,89,4232.68916
10.601632,74,4246.548501
11.75327,88,4263.3735
11.967772,91,4280.206425
13.453342,93,4297.114446
10.931422,78,4311.105732
11.937743,92,4327.379514
11.458483,84,4342.934753
11.680514,86,4358.669084
12.212703,87,4374.514895
11.769277,85,4389.903671
11.387917,81,4404.067858
11.496374,84,4419.984059
11.017909,80,4434.955429
11.214487,81,4450.053924
12.369567,91,4466.300678
11.466301,86,4482.336865
12.117163,85,4497.952603
11.996313,89,4513.77188
11.717127,82,4528.426745
10.438559,77,4541.828084
11.885125,89,4557.591455
12.483699,90,4573.203595
11.460592,85,4589.105332
12.098845,90,4604.900865
11.010698,84,4620.335152
10.995598,81,4634.549678
11.803029,86,4648.893306
11.251949,84,4663.138241
11.430918,85,4678.291651
11.999155,91,4694.515382
11.945075,88,4710.436761
12.341957,88,4725.838912
10.577162,75,4739.086755
11.553258,79,4754.052164
11.230348,81,4769.105746
12.199219,84,4784.236282
10.91658,79,4797.969533
11.138271,79,4811.908191
10.71041,80,4826.280453
11.317327,83,4841.208287
13.217507,100,4859.325132
12.01087,89,4875.630656
10.909599,80,4890.340767
11.418129,83,4905.720517
11.152503,81,4919.937419
11.583216,81,4934.616377
10.963793,84,4949.462407
12.874436,92,4966.19043
11.675361,88,4982.890913
12.313329,90,4999.296658
11.756617,84,5014.635123
12.098466,89,5030.666087
11.60545,83,5045.557497
10.794036,73,5058.953687
11.548728,86,5074.414997
11.96092,85,5089.851539
12.010795,85,5105.258339
12.399414,92,5121.943197
11.08413,79,5136.230309
11.32254,84,5151.694813
11.41364,84,5167.412666
10.85488,81,5182.429807
10.89087,78,5197.055492
10.110051,78,5211.192081
10.122544,72,5224.000441
10.198012,78,5238.298598
9.247334,72,5251.690957
11.016762,83,5267.696018
9.698537,74,5280.866364
9.681251,69,5293.233045
8.972221,64,5304.681418
8.575703,61,5315.99891
9.098674,71,5329.271402
8.205543,58,5340.148019
8.716029,65,5352.4174
8.922679,64,5364.800438
8.993629,67,5377.352445
9.971992,74,5391.845608
8.84334,68,5404.251601
8.910146,64,5415.739902
8.321825,66,5428.274518
8.682282,64,5439.69128
8.425494,60,5451.265878
8.247003,63,5462.761842
10.321712,78,5476.715432
11.561434,88,5492.764606
10.909819,79,5506.482486
11.597948,84,5522.409447
10.076508,75,5536.03827
11.495924,81,5550.867773
12.181223,93,5567.495831
11.261474,85,5582.897567
11.873258,88,5598.609935
10.450129,78,5612.507102
11.755591,84,5627.18679
11.505098,82,5641.665227
11.983939,85,5656.990452
12.223559,86,5672.492523
11.841371,92,5688.834147
11.443597,82,5703.41103
10.696794,78,5717.419647
10.331049,70,5729.989727
11.014178,78,5744.745437
10.04101,71,5757.07484
10.367952,77,5770.649506
11.634041,86,5785.467104
11.845422,86,5800.738625
11.776367,84,5815.134655
11.904586,84,5829.541188
11.569181,85,5844.115686
12.230262,88,5859.842927
9.616495,62,5871.071928
12.110608,91,5887.582422
11.321475,83,5902.165385
11.907118,93,5919.129789
11.031,76,5932.273672
11.910107,93,5948.757341
11.135767,79,5963.004825
