# {"t_start": 1782311387.628882, "env_id": "PctContinuous-v0"} 
r,l,t
9.5464,71,15.695417
8.598733,61,26.023405
8.079554,59,35.448662
9.770162,72,48.109065
8.489637,59,59.113702
9.678621,68,72.137463
10.39313,76,85.969001
8.826044,64,97.560463
8.925659,67,109.495345
11.024316,80,123.886462
9.674152,72,136.912323
8.092976,63,147.296783
10.299765,78,161.196246
8.148318,58,172.95953
8.14614,58,184.6255
9.748504,75,199.229924
10.286159,76,213.990615
8.982522,62,225.926468
8.42171,65,238.547116
9.264262,74,252.53603
9.298322,65,264.393673
8.142335,58,274.301137
9.374897,66,285.989686
8.987935,63,298.03725
9.034842,66,310.094691
9.109181,66,322.531119
8.361875,63,334.509288
10.023432,71,348.892081
8.9088,61,359.877242
9.412121,67,372.466322
7.6904,56,383.755161
8.911638,64,395.879327
9.673654,71,409.669913
8.043714,61,420.001508
9.126055,70,432.873932
8.771584,63,443.878177
8.739533,60,454.744779
9.680883,71,468.009321
8.345975,62,480.089778
8.431114,64,491.992127
9.705996,75,506.494326
9.261359,67,518.281862
9.689341,74,532.814843
9.272143,70,546.277859
9.019162,69,558.907521
8.679789,60,569.742284
8.962396,64,581.651798
10.019667,72,595.909347
8.384477,63,607.552512
9.662044,70,620.759993
9.306534,66,632.947235
10.501189,76,646.843718
9.091751,63,658.613047
8.790505,66,671.001136
8.556814,62,682.613751
10.212754,76,696.928354
9.083127,67,709.453782
9.230973,66,721.90721
9.515435,75,736.638458
10.065517,76,750.751269
9.688506,75,764.201694
8.412503,57,774.799424
9.549324,71,789.114244
9.948423,76,803.483888
9.604889,68,815.810183
8.89612,62,827.757454
8.561045,62,839.551435
8.361458,64,853.477508
9.060169,66,865.999402
8.612875,64,878.093878
8.94434,62,889.636609
9.250006,70,903.33554
9.880837,71,917.418003
8.487896,58,927.776386
8.072983,59,938.228816
10.472507,72,950.462515
9.596721,66,962.462707
9.961003,74,976.765756
8.216561,58,988.374798
8.220913,57,998.559065
9.986253,73,1011.659614
9.369814,69,1024.574378
10.007638,76,1038.207308
9.276792,68,1050.336447
8.991269,66,1062.954967
9.228085,70,1075.497703
9.478991,69,1088.918017
9.10151,66,1100.063536
8.928059,66,1112.094607
10.096514,73,1125.285577
9.850774,69,1137.753712
11.007103,85,1153.463461
9.205987,74,1165.909406
9.205484,71,1177.781154
10.094477,75,1190.926192
10.579909,76,1204.90081
10.07927,73,1217.319406
10.387051,74,1229.982605
9.323269,67,1241.864104
10.319599,76,1255.622493
10.324185,76,1268.845326
9.950378,70,1281.529219
10.953962,82,1295.736479
11.202279,82,1310.382122
10.127899,75,1322.749504
10.040973,73,1335.39863
9.770846,69,1347.824905
10.406672,78,1361.486123
10.518548,76,1374.607619
10.949818,81,1388.297194
7.595282,52,1397.976121
10.679231,78,1411.482507
10.163765,76,1424.397076
9.289003,68,1436.661711
9.987858,78,1449.852785
11.514882,78,1463.220689
10.999036,79,1477.606326
10.087973,74,1490.368364
10.71988,78,1504.012637
10.256116,74,1516.808895
9.631289,71,1530.153139
9.466607,68,1542.131069
10.521032,76,1555.07871
10.728634,80,1568.631004
10.913479,78,1582.742935
11.336899,80,1596.606671
11.242239,82,1611.2507
10.926734,81,1625.029064
10.210815,74,1637.661667
9.420748,68,1649.760088
11.419967,86,1664.606291
10.900379,82,1679.069531
10.775615,84,1693.438167
11.127607,83,1707.855127
10.564218,82,1721.765954
10.84639,79,1736.244957
10.202845,76,1748.748094
10.924576,80,1762.174609
11.218661,81,1776.721981
10.876835,79,1790.846599
9.913458,74,1803.761385
10.204036,75,1816.249748
10.056339,76,1829.744312
11.587737,87,1845.131857
10.930166,82,1859.56908
11.977843,90,1876.058423
10.95932,81,1890.48621
10.952293,77,1903.781263
10.184429,74,1917.149325
11.27925,82,1931.905226
11.886632,87,1946.72822
11.432447,87,1961.630703
9.844334,69,1973.426627
11.915373,85,1988.007795
10.489757,80,2001.869913
9.798327,68,2013.421779
10.91523,82,2027.865463
10.750402,81,2041.823511
10.626111,79,2055.469333
11.436645,83,2069.65954
11.220874,77,2082.599604
11.576087,86,2097.857176
11.673974,89,2113.672621
12.043325,89,2129.739072
10.686517,78,2143.156259
10.715023,80,2157.746851
11.272648,81,2171.869977
10.740365,77,2185.697506
11.259705,83,2199.960653
11.52804,83,2214.297624
10.467553,75,2227.437018
11.200254,79,2240.979495
10.977776,82,2254.778032
10.876063,83,2269.411683
10.516917,75,2283.236562
11.241203,85,2297.803748
10.912272,83,2312.766482
10.690859,74,2325.548606
11.274407,80,2339.286255
10.879569,78,2352.481703
11.532435,91,2368.904878
11.845877,84,2383.679466
11.436658,82,2397.919409
10.613386,75,2411.156492
11.840795,86,2425.985317
11.328258,86,2441.157154
12.084654,91,2457.047019
11.528131,88,2473.280092
10.965106,85,2488.229751
11.133245,87,2503.654701
9.797712,74,2516.826444
10.706751,79,2530.248461
10.88337,81,2545.169802
12.527355,93,2562.059577
10.768387,79,2575.884005
12.014372,87,2591.48215
11.525335,86,2606.195575
10.715197,78,2619.575666
11.69043,86,2634.666173
11.122496,83,2648.807886
11.647911,86,2664.043991
10.481854,75,2677.498237
10.566235,78,2691.064243
11.34495,84,2705.961646
11.072036,80,2719.784375
9.777282,73,2732.445793
11.358241,86,2747.819103
11.60183,85,2763.205246
9.774896,70,2775.8522
11.271385,80,2790.197863
9.839648,65,2801.09354
11.743713,84,2816.318775
11.729913,84,2831.3886
9.960217,69,2843.895041
11.342768,81,2858.376515
11.448572,83,2873.773492
12.448805,99,2891.797352
11.670578,87,2906.934634
11.159459,78,2921.089031
11.234429,80,2934.814464
10.606633,76,2948.836951
11.71839,84,2964.066389
11.7797,87,2979.339259
10.925674,80,2994.134979
11.413711,81,3008.927898
11.43751,84,3024.255735
10.826976,77,3037.97412
12.043689,93,3054.93265
12.344329,94,3071.847105
10.692452,78,3086.261555
11.308356,85,3101.619798
11.127879,82,3116.910554
11.657002,85,3132.287004
11.499307,80,3147.206034
11.182001,85,3162.782604
11.028761,84,3178.278757
10.762176,76,3192.077883
