# {"t_start": 1782311387.6172903, "env_id": "PctContinuous-v0"} 
r,l,t
8.594916,63,14.864559
8.961418,66,25.493178
10.008486,70,37.107815
9.493373,70,49.198953
7.931652,60,60.683059
8.994442,67,73.253206
9.772037,73,86.41031
8.916338,68,99.077981
9.925491,75,112.406523
9.22972,68,124.407876
9.023249,69,136.928973
10.111468,72,148.555172
8.420837,59,159.207217
9.681978,71,173.45676
9.983379,71,187.564693
9.206569,67,201.052894
9.765238,75,215.437876
8.256596,66,227.980591
10.224845,78,242.96648
9.040511,67,255.539862
8.578689,61,266.691196
8.622223,67,278.09061
9.758671,70,291.342634
9.887634,71,304.561611
9.079878,66,316.324662
9.56084,72,330.561197
9.310587,69,344.333078
9.403233,73,357.667407
10.171249,72,371.287507
10.263022,82,386.869362
9.511045,70,400.5622
7.411791,53,410.681244
8.17798,62,421.140375
9.198212,68,433.786066
8.18966,61,444.429425
8.62062,60,455.336946
9.489341,71,468.591283
9.653726,75,483.07914
9.294787,72,496.518509
7.624283,59,507.979884
8.931311,65,519.321338
9.643406,72,533.6713
8.576248,62,545.630858
8.618553,61,556.99773
10.061799,72,569.624818
9.29699,67,582.193554
8.240465,58,593.884762
8.935563,63,605.515308
9.805823,70,618.5123
8.27824,58,629.513213
10.432633,75,643.467049
10.549676,77,657.505494
8.158501,57,668.358573
8.74567,58,678.771001
7.702048,55,689.702585
8.749548,70,702.296162
9.714456,70,715.64014
8.51939,59,727.071386
8.879206,69,740.099551
8.419916,67,752.60043
8.136945,58,763.244043
7.988953,55,773.29721
9.13318,68,787.055698
9.261374,67,800.012242
9.017227,62,811.291411
9.63217,71,824.708629
9.184337,66,837.195758
9.791971,71,852.072422
9.291993,73,866.234025
8.751617,60,877.471292
8.805558,61,888.865837
9.998751,73,903.131404
9.611541,66,916.131839
7.582811,53,925.811289
9.20505,66,937.37477
8.924515,67,949.16831
9.8825,69,961.476493
8.628749,61,973.304185
8.133915,61,985.07274
9.906604,78,999.406955
8.709915,66,1011.289101
10.048774,74,1025.046502
9.311236,72,1038.050935
10.318173,75,1051.4938
9.009703,68,1064.463712
9.6405,75,1078.141046
9.143014,70,1091.044178
9.160996,67,1102.605262
9.377427,69,1115.196372
9.846158,73,1128.495604
8.394808,63,1140.008387
9.353165,65,1152.189919
9.598264,70,1164.221759
10.456404,80,1177.372765
8.917368,66,1189.172867
9.735429,69,1201.815386
9.666884,73,1214.394307
9.318686,70,1226.268474
-3.366788,41,1233.292902
9.399166,71,1245.765703
10.33545,76,1259.464754
10.320434,75,1272.794385
10.27259,74,1285.840083
10.116879,75,1299.037073
10.070404,74,1312.03665
10.409213,76,1324.443513
9.77815,67,1336.335134
10.866399,78,1350.408263
10.831136,79,1364.240453
9.862091,70,1376.255713
10.605011,76,1388.937643
10.20578,72,1402.035856
11.232764,85,1416.760734
9.9676,72,1429.249372
10.827181,81,1443.503253
9.924558,71,1455.432798
10.552574,79,1469.406908
10.419457,77,1483.188093
11.225351,85,1497.499243
11.086254,84,1512.464461
10.410448,75,1526.397276
10.266085,74,1539.476633
10.199827,74,1551.99574
9.679746,71,1563.948117
11.266669,83,1579.19887
10.301631,71,1591.427533
10.234493,81,1605.518573
10.482784,75,1618.314134
11.468544,83,1632.537668
11.27603,77,1646.451283
10.706929,76,1659.531453
10.811782,82,1673.813544
10.818541,83,1687.915864
11.435182,82,1701.934546
11.182327,79,1715.852777
10.913472,81,1730.218203
10.200758,78,1743.381883
10.309691,75,1756.060516
10.513345,80,1770.269433
11.029321,84,1785.224452
11.045297,83,1799.659412
10.498039,77,1812.537258
9.886948,71,1825.195818
10.11041,73,1838.133976
10.819184,79,1851.766911
9.992444,73,1865.378711
11.504221,82,1880.217516
10.271464,70,1892.618886
10.652161,77,1906.017499
10.957372,86,1921.530656
9.987798,73,1934.742566
9.735581,70,1946.437425
9.594026,65,1957.272224
12.076788,88,1972.524514
10.69217,78,1985.724823
10.182273,74,1998.772118
10.246503,74,2011.150761
11.228756,85,2026.32759
11.237811,84,2040.805903
11.105161,79,2054.550958
11.816648,88,2069.510358
10.47842,77,2082.487115
10.746896,72,2095.356374
11.613749,82,2109.562837
11.431121,85,2125.247599
11.319921,84,2139.454624
11.176772,86,2155.317314
12.287255,90,2170.973758
10.867844,79,2185.409336
11.310986,82,2199.285974
11.534374,83,2213.72985
10.94138,81,2227.808248
11.081741,83,2242.054281
10.64101,74,2254.37925
11.639237,83,2269.165911
10.625065,79,2283.598052
9.963381,71,2295.58257
11.024687,87,2311.457959
10.82473,80,2325.114038
11.650662,86,2340.045566
11.20707,80,2353.536874
10.720879,79,2367.809566
10.915214,86,2383.147215
11.171629,84,2397.473852
10.566968,78,2411.339199
11.86775,85,2425.989026
10.931208,70,2437.910421
9.672863,69,2450.470969
10.778523,80,2464.478618
10.803093,77,2478.622145
11.477609,88,2493.962894
11.776713,90,2509.929429
11.860819,85,2524.657581
11.389525,81,2539.264461
12.0051,87,2555.20179
12.015849,92,2571.165242
11.813987,84,2586.484287
10.506382,72,2598.848955
11.366305,83,2613.460831
11.231278,82,2627.364317
10.473267,75,2640.350228
11.205765,82,2654.616458
11.205701,77,2668.719646
10.464647,78,2682.311725
9.948768,74,2695.409927
10.796767,74,2708.28765
10.833289,81,2722.35801
11.007395,78,2735.938222
10.907563,80,2750.26441
10.907157,80,2764.735661
11.113328,81,2779.215799
11.895756,85,2794.329139
11.669183,86,2809.887853
10.766183,78,2823.967537
11.193889,78,2837.987385
11.761349,84,2852.573168
11.451153,79,2867.494582
10.043541,69,2879.900387
11.883958,85,2895.255526
10.758384,75,2908.204243
11.373305,82,2923.093867
11.081836,83,2937.341064
9.912238,73,2950.899718
11.349347,80,2965.38853
11.32718,81,2979.557898
10.925734,84,2994.960967
11.939679,87,3011.021427
