# {"t_start": 1782311387.5743387, "env_id": "PctContinuous-v0"} 
r,l,t
8.858942,67,15.427959
7.024561,52,23.752288
8.40422,61,32.969547
7.921118,60,43.391317
9.229696,70,56.759631
8.826427,63,69.053886
9.924384,72,81.744478
8.72332,59,92.206009
9.593658,71,105.391418
8.418613,65,116.703547
9.734448,73,130.194033
8.36415,64,141.738691
9.374742,68,152.202581
10.990436,81,168.750525
9.012799,66,181.259634
9.1392,70,195.537107
8.28125,55,206.822597
8.856173,67,219.75419
8.276061,64,231.462132
7.947498,56,242.370791
8.33154,60,253.650216
9.81412,75,267.284996
8.575688,64,278.202436
8.728285,68,290.982208
9.477331,72,304.470092
8.770046,64,315.797754
8.97764,64,328.470502
10.058254,73,343.060145
9.261474,66,355.2353
9.19831,68,367.744468
8.842105,64,379.645556
8.138429,60,391.698956
10.622992,80,407.570197
9.313261,66,418.520021
9.407649,72,431.846509
10.205167,77,445.261146
8.418845,62,456.512529
9.651484,72,470.163165
10.288362,75,484.55075
8.420672,59,495.759793
9.375028,67,508.543528
8.508814,62,519.32782
9.342357,71,533.422873
9.882615,73,547.221562
8.646526,62,558.747734
8.663602,69,570.928187
8.84199,67,583.683585
9.790562,76,598.582134
8.189135,62,610.072704
9.386489,66,622.747311
8.644649,61,633.918829
8.592991,64,645.719786
8.63449,61,657.027715
8.106535,58,667.992912
8.8404,67,680.311594
9.089646,65,693.056371
10.43757,80,707.548928
10.532544,75,721.832269
10.193977,78,736.999708
8.353352,61,748.301324
7.968291,58,758.791594
8.268573,60,769.639149
9.025589,65,782.183726
9.798517,71,796.13561
8.241227,61,807.62866
7.569048,53,817.42495
8.192468,55,828.034509
9.761352,73,841.98803
8.733558,66,855.801828
8.236881,60,867.831807
9.379239,70,880.74378
9.403317,71,894.331949
9.622934,70,907.428705
8.40157,58,919.217676
9.692881,67,931.148102
9.329784,65,942.641992
10.322426,79,956.459589
8.857897,66,968.491538
10.013062,76,983.479624
8.554035,60,994.943946
9.072355,67,1006.562223
8.800433,63,1018.744411
9.069217,69,1031.397696
8.868652,65,1042.367056
