# {"t_start": 1782311387.5935752, "env_id": "PctContinuous-v0"} 
r,l,t
8.153935,60,14.388696
9.285747,69,25.537548
9.205876,66,36.258848
9.356363,64,47.41034
9.190771,64,59.462262
9.71677,78,74.209594
9.531333,67,86.283314
9.089877,66,98.498145
9.799862,70,110.846643
8.924347,63,122.201668
9.280613,65,133.727158
8.933883,68,145.227272
9.521657,71,157.549791
9.224671,68,171.314632
9.695169,67,184.80575
9.140549,69,197.956581
8.657208,62,210.395089
8.919011,68,223.270668
9.017982,63,235.176069
8.627708,68,248.205824
8.658235,61,259.347974
9.218573,72,272.17163
9.881299,72,284.839636
8.439203,60,296.539896
8.431456,63,308.151225
8.336348,61,319.380649
9.742349,71,332.976938
9.304402,69,346.889284
8.820279,64,358.579633
8.972657,67,371.334357
8.878028,65,383.86798
9.935238,73,397.585912
8.731644,63,410.054372
8.751066,68,421.427722
9.400148,76,435.400861
7.066279,55,445.139727
9.738919,71,457.750547
9.638517,72,471.397128
10.057482,72,485.372385
9.747397,74,499.266613
8.826557,63,511.518147
9.413709,70,523.867058
9.538913,68,537.354226
10.119206,76,551.279545
9.652732,70,563.97436
10.217827,75,578.357738
7.973733,58,589.530223
9.498357,66,601.745784
8.2146,62,613.388831
9.573316,75,627.893643
8.476695,65,639.840094
8.793485,67,652.141154
8.15769,57,662.821867
10.275554,78,677.097744
9.411487,69,690.664591
9.820908,72,703.602253
10.330089,75,717.79336
8.773281,64,730.303837
9.608075,71,743.670498
9.539431,72,756.881839
9.32801,66,768.874824
9.862152,73,783.066756
8.361231,63,795.382734
9.877163,74,809.236308
9.38689,65,821.568547
9.601713,69,834.438406
9.346086,71,849.338266
9.379511,68,862.530928
7.783959,57,873.419508
9.508902,70,886.775223
8.214337,66,899.539556
9.476971,71,913.638861
8.968216,63,924.866158
9.627972,75,938.347099
9.334649,67,949.898621
9.223514,62,961.122201
10.041785,75,975.465131
8.452026,65,988.353228
9.460318,70,1000.800075
9.970866,76,1014.704244
8.727092,61,1026.043226
8.544494,61,1037.026542
10.017528,78,1050.913347
8.450923,64,1063.130329
9.312203,69,1075.523754
9.250929,69,1088.821463
8.954654,70,1100.790123
9.459385,71,1113.896231
9.971142,75,1127.382796
9.600387,67,1139.440507
-2.390442,52,1149.173963
9.775945,73,1161.836668
9.255938,67,1172.947893
8.618611,63,1184.332076
10.367867,77,1197.734038
9.860308,70,1210.454507
11.126848,83,1224.60183
10.548195,77,1237.503789
9.748779,72,1250.629354
10.23748,74,1263.495898
10.429326,79,1277.746444
9.942007,71,1290.390003
10.452266,78,1303.703363
10.739301,77,1317.053743
10.638025,81,1330.445413
11.462463,85,1345.915125
10.427846,73,1358.825365
11.237091,85,1373.439676
10.235956,75,1386.507018
10.861198,80,1400.64029
10.367046,77,1414.313312
9.601015,73,1426.714665
9.883635,74,1439.586866
11.208771,84,1453.917434
11.024648,80,1468.115931
10.087605,76,1481.512594
10.110715,74,1494.302349
10.050484,72,1507.082906
10.461968,74,1520.065823
10.564546,77,1534.172129
11.139909,82,1548.094949
10.441222,76,1560.865283
11.342499,86,1576.504066
10.071422,70,1588.884329
9.282588,65,1600.229153
11.087225,83,1614.948801
11.06431,81,1628.338641
10.187853,71,1640.916039
10.570273,77,1654.297352
9.951526,78,1668.231055
9.894168,75,1681.444973
9.804378,66,1692.376764
10.387115,75,1705.473066
11.599425,87,1720.268777
10.378696,78,1734.5834
10.537173,82,1747.963378
10.48732,74,1760.566584
10.513967,73,1773.51098
10.641987,78,1787.436801
12.124133,90,1803.142986
10.659902,77,1816.081626
10.063599,71,1828.700248
11.50293,89,1844.554427
10.959051,81,1858.679749
10.506029,83,1873.896767
10.732858,80,1887.940059
10.525342,76,1901.170082
10.653992,77,1914.910377
11.981991,89,1931.081723
10.912759,78,1944.452583
11.602924,88,1959.459185
10.508372,81,1973.432561
11.040044,79,1987.01843
11.254049,84,2001.613406
