# {"t_start": 1782311387.5671954, "env_id": "PctContinuous-v0"} 
r,l,t
8.982054,65,15.145692
9.7606,68,26.124595
9.081822,65,36.996202
9.852742,74,49.762489
9.371547,71,63.351945
10.683639,75,76.892075
7.540504,55,87.2406
9.674067,75,101.045761
7.846442,57,111.101692
9.540824,78,124.861819
8.838226,64,136.689476
8.630661,67,147.620889
8.86769,63,158.659013
8.115269,60,170.996745
8.241085,54,181.13824
9.203287,66,194.686748
7.649662,49,204.614487
9.283904,68,217.648661
9.410073,67,230.383847
9.353249,68,243.255489
9.783881,70,256.264139
10.369638,78,270.326734
8.771491,64,281.118946
9.724991,73,295.38695
8.813755,64,307.23091
8.680038,61,318.178351
8.54989,63,330.606975
8.560717,62,343.075024
8.787676,65,355.173541
8.706837,65,366.919314
9.767958,74,380.998835
10.185173,77,396.066758
10.221185,75,410.40169
9.315805,68,421.995894
9.743172,71,435.050543
9.461482,72,447.57041
9.178211,65,459.375983
8.904344,66,471.951602
9.063351,64,484.624988
8.292099,63,496.401726
8.802097,65,508.816725
10.307951,75,522.143388
9.283924,66,535.200066
8.217456,63,547.241014
8.051386,58,558.235181
9.976899,72,570.711813
8.710871,62,582.605097
9.801669,72,596.796622
9.238442,70,609.698728
9.320964,70,623.046069
8.463492,67,635.518157
9.497287,70,648.194658
9.373775,65,660.216832
8.613048,64,672.252076
9.169108,64,684.363679
9.010442,70,697.56976
10.141274,73,710.975632
8.735784,63,723.129259
9.816788,71,737.009076
8.821153,69,749.829495
9.479184,69,762.27087
8.231839,59,773.253287
10.026831,80,789.142383
9.55079,73,803.109624
8.568569,63,814.625999
9.007973,67,827.323874
8.600397,61,838.894737
9.585269,69,853.705932
10.438329,78,868.733819
8.732794,65,880.813203
7.629896,53,890.796432
10.099606,78,905.789208
9.909075,70,919.550869
10.11353,72,932.314374
8.904505,69,944.482692
9.62204,72,957.192541
8.777792,62,968.391767
10.290825,77,983.67533
8.644522,62,995.454749
8.836682,62,1006.270421
8.148276,59,1017.432545
10.593091,77,1031.721266
8.647136,62,1042.21981
9.035246,68,1054.674578
8.755565,63,1066.892332
9.7009,70,1079.763772
